2015-01-19 05:07:27:86,19.0735,-67.8931,27,3.32
2015-01-19 16:21:40:46,19.1623,-66.1171,42,2.93
2015-01-19 19:11:04:17,18.1953,-67.0561,18,2.64
2015-01-20 04:54:52:56,19.665,-65.3433,47,3.23
2015-01-20 08:30:02:81,19.0141,-67.8935,29,3.24
2015-01-20 08:38:39:69,18.2595,-65.3433,104,2.58
2015-01-20 08:47:55:96,19.0371,-65.2581,22,2.56
2015-01-20 13:26:19:47,18.0985,-67.0068,16,1.54
2015-01-21 05:49:57:29,18.417,-67.7213,123,3.74
2015-01-21 06:35:43:19,17.9415,-66.875,4,1.57
2015-01-21 10:31:49:08,19.2846,-64.7613,15,2.97
2015-01-21 13:56:22:10,18.9355,-65.1825,37,2.94
2015-01-21 13:58:38:03,19.0266,-65.1751,24,2.74
2015-01-21 14:01:20:40,18.106,-65.8278,1,2.08
2015-01-21 14:22:22:78,17.8901,-66.9043,13,1.24
2015-01-21 20:58:40:08,18.6045,-64.507,109,3.4
2015-01-22 01:51:00:64,18.0128,-67.3118,9,2.51
2015-01-22 08:49:59:68,19.114,-68.1063,51,3.35
2015-01-22 11:03:34:95,18.7148,-66.7503,64,2.45
2015-01-22 16:22:46:56,17.7848,-68.5623,94,3.35
2015-01-22 19:11:03:54,18.8351,-65.9148,15,2.07
2015-01-22 19:21:23:22,18.155,-67.3875,6,2.96
2015-01-22 19:35:28:22,18.2783,-66.299,8,2.22
2015-01-23 11:19:10:11,19.2248,-67.6911,30,3.08
2015-01-23 14:27:50:68,18.3841,-67.3193,9,2.19
2015-01-23 14:34:54:25,18.347,-64.8756,4,2.75
2015-01-24 01:20:32:71,17.8868,-66.8866,15,1.95
2015-01-24 01:54:55:24,19.298,-67.356,35,3.18
2015-01-24 04:47:22:98,17.9026,-66.8935,13,1.8
2015-01-24 07:06:56:81,18.3415,-64.0626,41,2.7
2015-01-24 08:09:27:72,17.8975,-66.8881,8,2.09
2015-01-24 09:25:36:54,18.9585,-64.2553,67,3.3
2015-01-24 10:29:26:82,19.0898,-64.9951,37,2.89
2015-01-24 21:34:51:07,18.1515,-64.8903,18,2.26
2015-01-24 22:51:37:79,18.859,-64.3951,8,2.78
2015-01-24 23:02:47:91,18.5433,-64.857,12,2.89
2015-01-24 23:37:07:61,18.3761,-66.0551,116,3
2015-01-25 00:30:26:16,18.158,-64.8995,18,2.5
